original_path,original_lines,current_owner,decision,current_lines,direct_app_consumers,runtime_imports
app/lib/ai/ask-reasoning.ts,1585,app/lib/ai/ask-reasoning.ts,retained; static dependency scan,1585,app/api/ask/route.ts;app/api/vet-briefs/draft/route.ts;app/lib/ai/ask-orchestrator.ts;app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/history-review-state.ts;app/lib/intelligence/interpret-ask.ts;app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/run-feature-intelligence.ts;app/lib/intelligence/run-intelligence.ts;app/lib/intelligence/semantic-frame/extract-turn-subject.ts;app/lib/intelligence/semantic-observability.ts;app/lib/intelligence/validation/validate-answer.ts,app/lib/ai/ask-answer-economy.ts;app/lib/ai/ask-provider.ts;app/lib/ai/config.ts;app/lib/ai/conversation-intent.ts;app/lib/ai/execution-deadline.ts;app/lib/ai/history-source-transport.ts;app/lib/ai/pet-loss.ts;app/lib/ai/safety-temporal-scope.ts;app/lib/ai/usage-guard/cost-estimator.ts;app/lib/ai/usage-guard/errors.ts;app/lib/ai/usage-guard/features.ts;app/lib/ai/usage-guard/provider-call-budget.ts;app/lib/application-actions/index.ts;app/lib/ask-safety-context.ts;app/lib/furvise-output.ts;app/lib/furvise-voice.ts;app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/evidence-need-coverage.ts;app/lib/intelligence/historical-read-response.ts;app/lib/intelligence/history-narrative.ts;app/lib/intelligence/read-projection.ts;app/lib/intelligence/recovery-governance.ts;app/lib/intelligence/request-reference-context.ts;app/lib/intelligence/schemas.ts;app/lib/intelligence/semantic-frame/extract-frame.ts;app/lib/intelligence/semantic-frame/recover-owner-preference.ts;app/lib/intelligence/semantic-frame/schema.ts
app/lib/ai/ask-turn-model.ts,210,app/lib/ai/ask-turn-model.ts,retained; static dependency scan,210,app/api/ask/route.ts,
app/lib/ai/concern-engine.ts,283,app/lib/ai/concern-engine.ts,retained; static dependency scan,283,app/api/ask/route.ts;app/lib/ai/ask-orchestrator.ts;app/lib/ai/ask-reasoning.ts;app/lib/ai/context-builder.ts;app/lib/ai/response-planner.ts;app/lib/intelligence/concern-chronology.ts;app/lib/intelligence/memory-policy.ts;app/lib/intelligence/persist-pending-suggestion.ts;app/lib/intelligence/run-intelligence.ts;app/lib/intelligence/safety-state.ts;app/lib/intelligence/semantic-events.ts;app/lib/intelligence/types.ts;app/lib/supabase.ts,app/lib/ai/concern-event-order.ts;app/lib/ai/concern-symptoms.ts;app/lib/ai/owner-assertion.ts;app/lib/ai/recovery-subject.ts;app/lib/ai/turn-classifier.ts;app/lib/intelligence/care-history-policy.ts
app/lib/ai/concern-event-order.ts,112,app/lib/ai/concern-event-order.ts,retained; static dependency scan,112,app/lib/ai/concern-engine.ts;app/lib/ai/turn-classifier.ts,
app/lib/ai/concern-symptoms.ts,31,app/lib/ai/concern-symptoms.ts,retained; static dependency scan,31,app/lib/ai/concern-engine.ts;app/lib/ai/turn-classifier.ts;app/lib/intelligence/care-history-policy.ts;app/lib/intelligence/recorded-provenance.ts,
app/lib/ai/config.ts,28,app/lib/ai/config.ts,retained; static dependency scan,28,app/lib/ai/ask-reasoning.ts;app/lib/ai/usage-guard/admission.ts;app/lib/ai/usage-guard/features.ts,
app/lib/ai/context-builder.ts,79,app/lib/ai/context-builder.ts,retained; static dependency scan,79,app/lib/intelligence/retrieve-context.ts,app/lib/intelligence/memory-integrity.ts
app/lib/ai/conversation-intent.ts,40,app/lib/ai/conversation-intent.ts,retained; static dependency scan,40,app/lib/ai/ask-reasoning.ts,
app/lib/ai/history-source-transport.ts,22,app/lib/ai/history-source-transport.ts,retained; static dependency scan,22,app/lib/ai/ask-reasoning.ts,
app/lib/ai/operation-deadline.ts,29,app/lib/ai/execution-deadline.ts,consolidated,50,app/lib/ai/ask-reasoning.ts;app/lib/ai/usage-guard/admission.ts;app/lib/ai/usage-guard/provider-call-budget.ts;app/lib/intelligence/interpret-ask.ts;app/lib/intelligence/review-history-narrative.ts,
app/lib/ai/owner-assertion.ts,234,app/lib/ai/owner-assertion.ts,retained; static dependency scan,234,app/lib/ai/concern-engine.ts;app/lib/ai/pet-loss.ts;app/lib/ai/recovery-subject.ts;app/lib/ai/safety-temporal-scope.ts;app/lib/ai/turn-classifier.ts;app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/care-history-policy.ts;app/lib/intelligence/conversation-read-anchor.ts;app/lib/intelligence/episode-history.ts;app/lib/intelligence/history-retrieval.ts;app/lib/intelligence/history-synthesis.ts;app/lib/intelligence/interpret-ask.ts;app/lib/intelligence/memory-policy.ts;app/lib/intelligence/recorded-provenance.ts;app/lib/intelligence/semantic-events.ts;app/lib/intelligence/v2/governance/govern-turn.ts,app/lib/ai/text-segmentation.ts
app/lib/ai/pending-lifecycle.ts,176,app/lib/ai/pending-lifecycle.ts,retained; static dependency scan,176,app/api/ask/route.ts;app/lib/ai/pet-loss.ts,app/lib/ai/turn-classifier.ts
app/lib/ai/pet-loss.ts,244,app/lib/ai/pet-loss.ts,retained; static dependency scan,244,app/api/ask/route.ts;app/lib/ai/ask-reasoning.ts;app/lib/application-actions/executor.ts;app/lib/application-actions/planner.ts;app/lib/intelligence/run-intelligence.ts,app/lib/ai/owner-assertion.ts;app/lib/ai/pending-lifecycle.ts
app/lib/ai/provider-deadline.ts,18,app/lib/ai/execution-deadline.ts,consolidated,50,app/lib/ai/ask-reasoning.ts;app/lib/ai/usage-guard/admission.ts;app/lib/ai/usage-guard/provider-call-budget.ts;app/lib/intelligence/interpret-ask.ts;app/lib/intelligence/review-history-narrative.ts,
app/lib/ai/recovery-subject.ts,47,app/lib/ai/recovery-subject.ts,retained; static dependency scan,47,app/lib/ai/ask-orchestrator.ts;app/lib/ai/concern-engine.ts;app/lib/intelligence/care-history-policy.ts;app/lib/intelligence/memory-policy.ts;app/lib/intelligence/recorded-provenance.ts;app/lib/intelligence/semantic-events.ts,app/lib/ai/owner-assertion.ts;app/lib/intelligence/entities/recent-subject-state.ts;app/lib/intelligence/semantic-frame/ground-evidence.ts
app/lib/ai/response-planner.ts,44,app/lib/ai/response-planner.ts,retained; static dependency scan,44,app/lib/ai/ask-orchestrator.ts,
app/lib/ai/safety-temporal-scope.ts,15,app/lib/ai/safety-temporal-scope.ts,retained; static dependency scan,15,app/lib/ai/ask-reasoning.ts;app/lib/ai/turn-classifier.ts;app/lib/ask-safety-context.ts;app/lib/intelligence/run-intelligence.ts;app/lib/intelligence/safety-state.ts;app/lib/intelligence/validation/validate-answer.ts,app/lib/ai/owner-assertion.ts
app/lib/ai/text-segmentation.ts,72,app/lib/ai/text-segmentation.ts,retained; static dependency scan,72,app/lib/ai/ask-answer-economy.ts;app/lib/ai/owner-assertion.ts;app/lib/application-actions/state-claims.ts;app/lib/ask-publication.ts;app/lib/intelligence/ask-evidence.ts;app/lib/intelligence/history-synthesis.ts;app/lib/intelligence/review-history-narrative.ts,
app/lib/ai/turn-classifier.ts,225,app/lib/ai/turn-classifier.ts,retained; static dependency scan,225,app/lib/ai/ask-orchestrator.ts;app/lib/ai/ask-reasoning.ts;app/lib/ai/concern-engine.ts;app/lib/ai/concern-event-order.ts;app/lib/ai/pending-lifecycle.ts;app/lib/ai/response-planner.ts;app/lib/intelligence/classify-message.ts;app/lib/intelligence/memory-policy.ts;app/lib/intelligence/safety-state.ts,app/lib/ai/concern-event-order.ts;app/lib/ai/concern-symptoms.ts;app/lib/ai/owner-assertion.ts;app/lib/ai/safety-temporal-scope.ts;app/lib/ask-experience.ts
app/lib/ai/usage-guard/admission.ts,218,app/lib/ai/usage-guard/admission.ts,retained; static dependency scan,218,app/api/ask/route.ts;app/api/vet-briefs/draft/route.ts;app/lib/ai/ask-admission-settlement.ts;app/lib/ai/usage-guard/context.ts,app/lib/ai/config.ts;app/lib/ai/execution-deadline.ts;app/lib/ai/usage-guard/config.ts;app/lib/ai/usage-guard/context.ts;app/lib/ai/usage-guard/cost-estimator.ts;app/lib/ai/usage-guard/daily-usage-store.ts;app/lib/ai/usage-guard/errors.ts;app/lib/ai/usage-guard/features.ts;app/lib/ai/usage-guard/logging.ts;app/lib/ai/usage-guard/operation-identity.ts;app/lib/ai/usage-guard/types.ts;app/lib/security/rate-limit/config.ts;app/lib/security/rate-limit/keys.ts
app/lib/ai/usage-guard/classification.ts,10,app/lib/ai/usage-guard/classification.ts,retained; static dependency scan,10,app/lib/ai/usage-guard/logging.ts,
app/lib/ai/usage-guard/config.ts,36,app/lib/ai/usage-guard/config.ts,retained; static dependency scan,36,app/lib/ai/usage-guard/admission.ts;app/lib/intelligence/run-feature-intelligence.ts;app/lib/intelligence/run-intelligence.ts,app/lib/ai/usage-guard/features.ts
app/lib/ai/usage-guard/context.ts,14,app/lib/ai/usage-guard/context.ts,retained; static dependency scan,14,app/lib/ai/usage-guard/admission.ts;app/lib/ai/usage-guard/provider-call-budget.ts;app/lib/ai/usage-ledger.ts,
app/lib/ai/usage-guard/cost-estimator.ts,31,app/lib/ai/usage-guard/cost-estimator.ts,retained; static dependency scan,31,app/lib/ai/ask-reasoning.ts;app/lib/ai/usage-guard/admission.ts,
app/lib/ai/usage-guard/daily-usage-store.ts,125,app/lib/ai/usage-guard/daily-usage-store.ts,retained; static dependency scan,125,app/lib/ai/usage-guard/admission.ts,app/lib/security/rate-limit/config.ts
app/lib/ai/usage-guard/errors.ts,23,app/lib/ai/usage-guard/errors.ts,retained; static dependency scan,23,app/api/ask/route.ts;app/api/vet-briefs/draft/route.ts;app/lib/ai/ask-reasoning.ts;app/lib/ai/usage-guard/admission.ts;app/lib/ai/usage-guard/provider-call-budget.ts;app/lib/intelligence/interpret-ask.ts,app/lib/security/private-routes.ts
app/lib/ai/usage-guard/features.ts,22,app/lib/ai/usage-guard/features.ts,retained; static dependency scan,22,app/lib/ai/ask-reasoning.ts;app/lib/ai/usage-guard/admission.ts;app/lib/ai/usage-guard/config.ts,app/lib/ai/ask-provider.ts;app/lib/ai/config.ts
app/lib/ai/usage-guard/logging.ts,20,app/lib/ai/usage-guard/logging.ts,retained; static dependency scan,20,app/lib/ai/usage-guard/admission.ts,app/lib/ai/usage-guard/classification.ts;app/lib/operations/events/index.ts
app/lib/ai/usage-guard/memory-test-store.ts,45,app/lib/ai/usage-guard/memory-test-store.ts,retained; static dependency scan,45,,
app/lib/ai/usage-guard/metrics.ts,3,app/lib/ai/usage-guard/types.ts,consolidated,53,app/lib/ai/usage-guard/admission.ts;app/lib/ai/usage-guard/config.ts;app/lib/ai/usage-guard/cost-estimator.ts;app/lib/ai/usage-guard/daily-usage-store.ts;app/lib/ai/usage-guard/features.ts;app/lib/ai/usage-guard/logging.ts;app/lib/ai/usage-guard/memory-test-store.ts,
app/lib/ai/usage-guard/operation-identity.ts,11,app/lib/ai/usage-guard/operation-identity.ts,retained; static dependency scan,11,app/lib/ai/usage-guard/admission.ts,
app/lib/ai/usage-guard/provider-call-budget.ts,53,app/lib/ai/usage-guard/provider-call-budget.ts,retained; static dependency scan,53,app/lib/ai/ask-reasoning.ts;app/lib/intelligence/interpret-ask.ts;app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/semantic-frame/extract-turn-subject.ts,app/lib/ai/usage-guard/context.ts;app/lib/ai/usage-guard/errors.ts
app/lib/ai/usage-guard/types.ts,49,app/lib/ai/usage-guard/types.ts,consolidated,53,app/lib/ai/usage-guard/admission.ts;app/lib/ai/usage-guard/config.ts;app/lib/ai/usage-guard/cost-estimator.ts;app/lib/ai/usage-guard/daily-usage-store.ts;app/lib/ai/usage-guard/features.ts;app/lib/ai/usage-guard/logging.ts;app/lib/ai/usage-guard/memory-test-store.ts,
app/lib/ai/usage-ledger-admin.ts,12,app/lib/ai/usage-ledger-admin.ts,retained; static dependency scan,12,,
app/lib/ai/usage-ledger.ts,645,app/lib/ai/usage-ledger.ts,retained; static dependency scan,645,app/api/account/entitlements/route.ts;app/api/ask/route.ts;app/api/vet-briefs/draft/route.ts;app/components/ask-usage-notice.tsx,app/lib/ai/usage-guard/context.ts;app/lib/billing/launch-plans.ts;app/lib/billing/plan-limits.ts
app/lib/answer-integrity.ts,21,app/lib/answer-integrity.ts,retained; static dependency scan,21,app/lib/intelligence/inspect-ask-publication.ts,
app/lib/application-actions/capabilities.ts,233,app/lib/application-actions/capabilities.ts,retained; static dependency scan,233,app/api/ask/actions/[messageId]/route.ts;app/api/ask/route.ts,app/lib/application-actions/contracts.ts;app/lib/application-actions/planner.ts;app/lib/application-actions/policy.ts;app/lib/security/idempotency/admin-client.ts
app/lib/application-actions/contracts.ts,100,app/lib/application-actions/contracts.ts,retained; static dependency scan,100,app/lib/application-actions/capabilities.ts;app/lib/application-actions/index.ts;app/lib/intelligence/retrieve-context.ts,app/lib/application-actions/types.ts
app/lib/application-actions/executor.ts,298,app/lib/application-actions/executor.ts,retained; static dependency scan,298,app/lib/application-actions/index.ts,app/lib/ai/pet-loss.ts;app/lib/application-actions/memory-scopes.ts;app/lib/application-actions/policy.ts;app/lib/intelligence/memory-integrity.ts
app/lib/application-actions/index.ts,7,app/lib/application-actions/index.ts,retained; static dependency scan,7,app/api/ask/route.ts;app/lib/ai/ask-reasoning.ts,app/lib/application-actions/contracts.ts;app/lib/application-actions/executor.ts;app/lib/application-actions/memory-scopes.ts;app/lib/application-actions/planner.ts;app/lib/application-actions/policy.ts;app/lib/application-actions/state-claims.ts;app/lib/application-actions/types.ts
app/lib/application-actions/memory-scopes.ts,33,app/lib/application-actions/memory-scopes.ts,retained; static dependency scan,33,app/lib/application-actions/executor.ts;app/lib/application-actions/index.ts;app/lib/application-actions/planner.ts;app/lib/intelligence/memory-policy.ts,
app/lib/application-actions/planner.ts,243,app/lib/application-actions/planner.ts,retained; static dependency scan,243,app/lib/application-actions/capabilities.ts;app/lib/application-actions/index.ts,app/lib/ai/pet-loss.ts;app/lib/application-actions/memory-scopes.ts;app/lib/application-actions/policy.ts
app/lib/application-actions/policy.ts,53,app/lib/application-actions/policy.ts,retained; static dependency scan,53,app/lib/application-actions/capabilities.ts;app/lib/application-actions/executor.ts;app/lib/application-actions/index.ts;app/lib/application-actions/planner.ts;app/lib/ask-conversation-server.ts,
app/lib/application-actions/state-claims.ts,141,app/lib/application-actions/state-claims.ts,retained; static dependency scan,141,app/lib/application-actions/index.ts;app/lib/ask-publication.ts;app/lib/intelligence/validation/validate-answer.ts,app/lib/ai/text-segmentation.ts;app/lib/furvise-output.ts
app/lib/application-actions/types.ts,82,app/lib/application-actions/types.ts,retained; static dependency scan,82,app/ask/page.tsx;app/lib/ai/ask-command-router.ts;app/lib/ai/pending-lifecycle.ts;app/lib/ai/pet-loss.ts;app/lib/application-actions/capabilities.ts;app/lib/application-actions/contracts.ts;app/lib/application-actions/executor.ts;app/lib/application-actions/index.ts;app/lib/application-actions/planner.ts;app/lib/application-actions/policy.ts;app/lib/ask-conversation-server.ts;app/lib/ask.mjs,
app/lib/ask-analytics.ts,40,app/lib/ask-analytics.ts,retained; static dependency scan,40,app/ask/page.tsx;app/vet-brief/page.tsx,
app/lib/ask-care-history-state.ts,15,app/lib/ask-care-history-state.ts,retained; static dependency scan,15,app/ask/page.tsx,
app/lib/ask-conversation-authority.ts,174,app/lib/ask-conversation-authority.ts,retained; static dependency scan,174,app/api/ask/conversations/[id]/messages/route.ts;app/api/ask/conversations/[id]/route.ts;app/api/ask/conversations/route.ts;app/api/ask/route.ts,
app/lib/ask-conversation-server.ts,216,app/lib/ask-conversation-server.ts,retained; static dependency scan,216,app/api/ask/conversations/[id]/messages/route.ts;app/api/ask/conversations/[id]/route.ts;app/api/ask/conversations/route.ts;app/lib/intelligence/inspect-ask-publication.ts;app/lib/intelligence/retrieve-context.ts,app/lib/application-actions/policy.ts;app/lib/application-actions/types.ts;app/lib/ask-conversations.ts;app/lib/ask-publication.ts;app/lib/intelligence/care-authority-client.ts;app/lib/security/headers/origin-policy.ts;app/lib/security/idempotency/admin-client.ts
app/lib/ask-conversations.ts,149,app/lib/ask-conversations.ts,retained; static dependency scan,149,app/api/ask/conversations/route.ts;app/api/ask/route.ts;app/ask/page.tsx;app/lib/ask-conversation-server.ts;app/lib/sign-out.ts,
app/lib/ask-draft.ts,29,app/lib/ask-draft.ts,retained; static dependency scan,29,app/ask/page.tsx;app/lib/pet-delete-client-state.ts,
app/lib/ask-experience.ts,69,app/lib/ask-experience.ts,retained; static dependency scan,69,app/ask/page.tsx;app/lib/ai/turn-classifier.ts,
app/lib/ask-onboarding-entry.ts,34,app/lib/ask-onboarding-entry.ts,retained; static dependency scan,34,app/ask/page.tsx,
app/lib/ask-pet-selection.ts,35,app/lib/ask-pet-selection.ts,retained; static dependency scan,35,app/ask/page.tsx,
app/lib/ask-profile-read.ts,74,app/lib/ask-profile-read.ts,retained; static dependency scan,74,app/api/ask/route.ts,
app/lib/ask-publication.ts,29,app/lib/ask-publication.ts,retained; static dependency scan,29,app/lib/ask-conversation-server.ts;app/lib/intelligence/review-history-narrative.ts,app/lib/ai/text-segmentation.ts;app/lib/application-actions/state-claims.ts;app/lib/ask.mjs;app/lib/furvise-output.ts
app/lib/ask-request-contract.ts,31,app/lib/ask-request-contract.ts,retained; static dependency scan,31,app/api/ask/route.ts;app/ask/page.tsx,
app/lib/ask-safety-context.ts,600,app/lib/ask-safety-context.ts,retained; static dependency scan,600,app/api/ask/route.ts;app/lib/ai/ask-reasoning.ts;app/lib/intelligence/run-intelligence.ts;app/lib/intelligence/safety-state.ts;app/lib/intelligence/validation/validate-answer.ts,app/lib/ai/safety-temporal-scope.ts
app/lib/ask-session-request.ts,42,app/lib/ask-session-request.ts,retained; static dependency scan,42,app/ask/page.tsx,
app/lib/ask.mjs,785,app/lib/ask.mjs,retained; static dependency scan,785,app/api/ask/conversations/[id]/messages/route.ts;app/api/ask/conversations/route.ts;app/api/ask/route.ts;app/ask/page.tsx;app/lib/ask-publication.ts;app/lib/intelligence/ask-evidence-presentation.ts;app/lib/intelligence/inspect-ask-publication.ts,app/lib/application-actions/types.ts;app/lib/furvise-output.ts
app/lib/auth-email-otp.ts,15,app/lib/auth-email-otp.ts,retained; static dependency scan,15,app/api/auth/verify-email-otp/route.ts;app/login/page.tsx,
app/lib/auth-identity.ts,56,app/lib/auth-identity.ts,retained; static dependency scan,56,app/api/auth/login/route.ts;app/api/auth/oauth/route.ts;app/api/auth/signup/route.ts;app/api/auth/verify-email-otp/route.ts;app/auth/callback/route.ts;app/forgot-password/page.tsx;app/lib/password-capability.ts;app/login/page.tsx;app/settings/security/page.tsx,app/lib/auth-routing.ts
app/lib/auth-routing.ts,40,app/lib/auth-routing.ts,retained; static dependency scan,40,app/api/auth/oauth/route.ts;app/components/app-header.tsx;app/components/care-log-workspace.tsx;app/components/homepage-client.tsx;app/lib/auth-identity.ts;app/lib/auth-session.ts;app/login/page.tsx;app/onboarding/page.tsx;app/pets/page.tsx;app/today/page.tsx,
app/lib/auth-session.ts,109,app/lib/auth-session.ts,retained; static dependency scan,109,app/account/page.tsx;app/ask/page.tsx;app/components/care-log-workspace.tsx;app/components/history-archive.tsx;app/components/homepage-client.tsx;app/components/legal-page-shell.tsx;app/dogs/[id]/edit/page.tsx;app/dogs/[id]/feedback/page.tsx;app/dogs/[id]/memories/page.tsx;app/login/page.tsx;app/membership/page.tsx;app/onboarding/page.tsx;app/pets/[id]/page.tsx;app/pets/page.tsx;app/settings/data-privacy/page.tsx;app/settings/security/page.tsx;app/shop/page.tsx;app/today/page.tsx;app/vet-brief/page.tsx;app/vet-briefs/[id]/print/page.tsx,app/lib/auth-routing.ts;app/lib/supabase.ts;app/lib/vet-brief/client-drafts.ts
app/lib/authenticated-api-core.ts,39,app/lib/authenticated-api-core.ts,retained; static dependency scan,39,app/lib/authenticated-api-server.ts,
app/lib/authenticated-api-server.ts,25,app/lib/authenticated-api-server.ts,retained; static dependency scan,25,app/api/account/delete/route.ts;app/api/account/entitlements/route.ts;app/api/account/export/route.ts;app/api/account/product-country/route.ts;app/api/ask/actions/[messageId]/route.ts;app/api/billing/checkout/route.ts;app/api/billing/portal/route.ts;app/api/care-entries/[id]/route.ts;app/api/care-entries/route.ts;app/api/legacy-memories/route.ts;app/api/pets/[id]/route.ts;app/api/product-feedback/route.ts;app/lib/pet-profile-api-server.ts,app/lib/authenticated-api-core.ts;app/lib/security/headers/origin-policy.ts;app/lib/supabase/server.ts
app/lib/billing/account-deletion.ts,139,app/lib/billing/account-deletion.ts,retained; static dependency scan,139,app/api/account/delete/route.ts,app/lib/billing/stripe-projection.ts
app/lib/billing/billing-admin.ts,226,app/lib/billing/billing-admin.ts,retained; static dependency scan,226,app/api/account/delete/route.ts;app/api/account/entitlements/route.ts;app/api/billing/checkout/route.ts;app/api/billing/portal/route.ts;app/api/billing/webhook/route.ts;app/lib/billing/account-deletion.ts,
app/lib/billing/billing-market.ts,25,app/lib/billing/billing-market.ts,retained; static dependency scan,25,app/api/account/entitlements/route.ts;app/api/billing/checkout/route.ts,app/lib/billing/billing-presentation.ts
app/lib/billing/billing-presentation.ts,36,app/lib/billing/billing-presentation.ts,retained; static dependency scan,36,app/lib/billing/billing-market.ts;app/membership/page.tsx,
app/lib/billing/entitlement-types.ts,65,app/lib/billing/entitlement-types.ts,retained; static dependency scan,65,app/lib/billing/entitlements.ts;app/membership/page.tsx,
app/lib/billing/entitlements.ts,25,app/lib/billing/entitlements.ts,retained; static dependency scan,25,app/api/account/entitlements/route.ts;app/api/ask/route.ts;app/api/billing/checkout/route.ts;app/lib/vet-brief/server.ts,app/lib/billing/entitlement-types.ts
app/lib/billing/launch-plans.ts,69,app/lib/billing/launch-plans.ts,retained; static dependency scan,69,app/api/account/entitlements/route.ts;app/api/billing/checkout/route.ts;app/lib/ai/usage-ledger.ts;app/lib/billing/stripe-projection.ts;app/membership/page.tsx,app/lib/billing/plan-limits.ts
app/lib/billing/plan-limits.ts,188,app/lib/billing/plan-limits.ts,retained; static dependency scan,188,app/api/ask/route.ts;app/lib/ai/usage-ledger.ts;app/lib/billing/entitlement-types.ts;app/lib/billing/launch-plans.ts;app/lib/intelligence/history-access.ts;app/lib/pet-limit.ts;app/lib/vet-brief/server.ts;app/membership/page.tsx;app/terms/page.tsx,app/lib/furvise-output.ts
app/lib/billing/stripe-projection.ts,126,app/lib/billing/stripe-projection.ts,retained; static dependency scan,126,app/api/billing/webhook/route.ts;app/lib/billing/account-deletion.ts;app/lib/billing/billing-admin.ts,app/lib/billing/launch-plans.ts
app/lib/billing/stripe-server.ts,18,app/lib/billing/stripe-server.ts,retained; static dependency scan,18,app/api/account/delete/route.ts;app/api/billing/checkout/route.ts;app/api/billing/portal/route.ts;app/api/billing/webhook/route.ts,
app/lib/care-entry-api-server.ts,27,app/lib/care-entry-api-server.ts,retained; static dependency scan,27,app/api/care-entries/[id]/route.ts;app/api/care-entries/route.ts,app/lib/care-log.mjs;app/lib/security/request.ts
app/lib/care-log.mjs,342,app/lib/care-log.mjs,retained; static dependency scan,342,app/api/care-entries/[id]/route.ts;app/api/care-entries/route.ts;app/ask/page.tsx;app/components/care-entry-form.tsx;app/components/care-entry-metadata.tsx;app/components/care-log-workspace.tsx;app/components/care-timeline.tsx;app/components/history-archive.tsx;app/lib/care-entry-api-server.ts;app/lib/history-archive.ts;app/lib/supabase.ts;app/today/page.tsx,
app/lib/edit-pet-profile.ts,45,app/lib/pet-profile-editing.ts,consolidated,108,app/dogs/[id]/edit/page.tsx;app/lib/pet-profile-api-server.ts;app/onboarding/page.tsx,app/lib/petwise;app/lib/petwise.ts
app/lib/effective-history.ts,48,app/lib/effective-history.ts,retained; static dependency scan,48,app/lib/supabase.ts,app/lib/intelligence/preference-semantics.ts
app/lib/furvise-output.ts,432,app/lib/furvise-output.ts,consolidated,435,app/api/ask/route.ts;app/ask/page.tsx;app/components/ask-answer-text.tsx;app/lib/ai/ask-command-router.ts;app/lib/ai/ask-reasoning.ts;app/lib/application-actions/state-claims.ts;app/lib/ask-publication.ts;app/lib/ask.mjs;app/lib/billing/plan-limits.ts;app/lib/furvise-voice.ts;app/lib/intelligence/historical-read-response.ts;app/lib/intelligence/history-narrative-facts.ts;app/lib/intelligence/history-narrative.ts;app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/structured-history-json.ts;app/lib/intelligence/validation/validate-answer.ts;app/lib/pet-memory.ts,
app/lib/furvise-voice.ts,82,app/lib/furvise-voice.ts,retained; static dependency scan,82,app/lib/ai/ask-reasoning.ts;app/lib/intelligence/historical-read-response.ts;app/lib/intelligence/review-history-narrative.ts;app/lib/intelligence/run-feature-intelligence.ts,app/lib/furvise-output.ts
app/lib/google-auth-client.ts,10,app/lib/google-auth-client.ts,retained; static dependency scan,10,app/login/page.tsx,
app/lib/history-archive.ts,30,app/lib/history-archive.ts,retained; static dependency scan,30,app/components/history-archive.tsx;app/lib/supabase.ts,app/lib/care-log.mjs
app/lib/intelligence/answer-assessment.ts,35,app/lib/intelligence/answer-assessment.ts,retained; static dependency scan,35,app/lib/intelligence/validation/validate-answer.ts,
app/lib/intelligence/ask-evidence-presentation.ts,26,app/lib/intelligence/ask-evidence-presentation.ts,retained; static dependency scan,26,app/lib/intelligence/generate-ask-history.ts;app/lib/intelligence/inspect-ask-publication.ts,app/lib/ask.mjs
